uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,samplingImpractical,biophysicalCriteria,collectDate,eventID,sampleID,sampleCode,samplingMethod,totalSampledArea,targetTaxaPresent,adultCount,nymphCount,larvaCount,sampleCondition,samplingProtocolVersion,measuredBy,remarks
87c89f17-a9a1-4e1f-83e4-3ca9aa9f9733,LENO_015.tickPlot.tck,D08,LENO,LENO_015,distributed,Woody Wetlands,31.8173,-88.19149,WGS84,20.3,12.1,0.6,,,2016-10-11T16:51Z,LENO.2016.41,,,drag,160,no,0,0,0,No known compromise,NEON.DOC.014045vG,bgibson@field-ops.org,
8dffbd11-bf8d-40b7-8dcf-1f7b7fa19ab9,LENO_002.tickPlot.tck,D08,LENO,LENO_002,distributed,Woody Wetlands,31.806282,-88.195217,WGS84,20.1,16.7,0.2,,,2018-08-29T11:46Z,LENO.2018.35,,,drag,160,no,0,0,0,,NEON.DOC.014045vJ,cbarefoot@battelleecology.org,
91a97240-0158-4e28-b77b-478397098be7,LENO_042.tickPlot.tck,D08,LENO,LENO_042,distributed,Woody Wetlands,31.817828,-88.182885,WGS84,20.2,15,0.3,,,2019-06-27T18:05Z,LENO.2019.26,,,drag,160,No,,,,,NEON.DOC.014045vK,0000-0002-5431-1379,
9237c7cd-7101-4ef9-8b55-c83b8b7d9cdc,LENO_015.tickPlot.tck,D08,LENO,LENO_015,distributed,Woody Wetlands,31.8173,-88.19149,WGS84,20.3,12.1,0.6,,,2017-10-05T18:45Z,LENO.2017.41,,,drag and flag,160,N,0,0,0,,NEON.DOC.014045vH,charrell@battelleecology.org,
94cc542d-25af-4c98-ae4c-677dae14bb56,LENO_042.tickPlot.tck,D08,LENO,LENO42,distributed,Woody Wetlands,31.817828,-88.182885,WGS84,20.2,15,0.3,,,2017-10-05T17:07Z,LENO.2017.41,,,drag and flag,160,no,0,0,0,,NEON.DOC.014045vH,charrell@battelleecology.org,
98851305-ab55-455a-a4fb-9b4ea6fb3845,LENO_002.tickPlot.tck,D08,LENO,LENO002,distributed,Woody Wetlands,31.806282,-88.195217,WGS84,20.1,16.7,0.2,,,2016-09-06T16:32Z,LENO.2016.36,,,drag,160,N,0,0,0,No known compromise,NEON.DOC.014045vG,RValentine@field-ops.org,
99f10597-990d-42f7-a632-5656d6bcccd1,LENO_004.tickPlot.tck,D08,LENO,LENO_004,distributed,Woody Wetlands,31.822384,-88.181964,WGS84,20.2,12.6,0.2,,,2016-11-21T17:41Z,LENO.2016.47,,,drag,120,No,0,0,0,No known compromise,NEON.DOC.014045vG,ctittle@field-ops.org,
9f6774c9-b7c2-4e76-8083-d76c320b96cd,LENO_015.tickPlot.tck,D08,LENO,LENO_015,distributed,Woody Wetlands,31.8173,-88.19149,WGS84,20.3,12.1,0.6,,,2016-06-28T18:21Z,LENO.2016.26,,,drag,160,N,0,0,0,No known compromise,NEON.DOC.014045vG,jwhite@neoninc.org,
a0f4984c-686a-4348-bed1-0360bb9f7b50,LENO_004.tickPlot.tck,D08,LENO,LENO_004,distributed,Woody Wetlands,31.822384,-88.181964,WGS84,20.2,12.6,0.2,,,2016-08-09T17:21Z,LENO.2016.32,,,drag,160,No,0,0,0,No known compromise,NEON.DOC.014045vG,GPierce@field-ops.org,
a178988a-e488-4c0d-aea5-03c414d24831,LENO_042.tickPlot.tck,D08,LENO,LENO_042,distributed,Woody Wetlands,31.817828,-88.182885,WGS84,20.2,15,0.3,,,2018-07-16T20:11Z,LENO.2018.29,,,drag,150,N,0,0,0,,NEON.DOC.014045vJ,csantiago@battelleecology.org,West side of plot still mucky.
a67fadd3-193b-4aa9-87bb-afbf4491eb9f,LENO_004.tickPlot.tck,D08,LENO,LENO_004,distributed,Woody Wetlands,31.822384,-88.181964,WGS84,20.2,12.6,0.2,,,2018-07-16T20:51Z,LENO.2018.29,,,drag,157,N,0,0,0,,NEON.DOC.014045vJ,csantiago@battelleecology.org,
a815cb5c-8dcb-466c-8c4c-8689c0388495,LENO_015.tickPlot.tck,D08,LENO,LENO_015,distributed,Woody Wetlands,31.8173,-88.19149,WGS84,20.3,12.1,0.6,,,2018-04-05T16:31Z,LENO.2018.14,,,drag,128,N,0,0,0,,NEON.DOC.014045vJ,charrell@battelleecology.org,
aa121da7-9d3c-408e-b5a5-76337599f7e2,LENO_042.tickPlot.tck,D08,LENO,LENO_042,distributed,Woody Wetlands,31.817828,-88.182885,WGS84,20.2,15,0.3,,,2017-08-01T21:12Z,LENO.2017.32,,,drag and flag,100,N,0,0,0,,NEON.DOC.014045vH,charrell@battelleecology.org,
aa5185c7-49a1-4ee3-9644-9c25ff1c698a,LENO_004.tickPlot.tck,D08,LENO,LENO_004,distributed,Woody Wetlands,31.822384,-88.181964,WGS84,20.2,12.6,0.2,,,2018-05-09T12:24Z,LENO.2018.19,,,drag,160,N,0,0,0,,NEON.DOC.014045vJ,kjones01@battelleecology.org,
abd3a884-cd9a-41ba-9b22-f042126c3281,LENO_015.tickPlot.tck,D08,LENO,LENO_015,distributed,Woody Wetlands,31.8173,-88.19149,WGS84,20.3,12.1,0.6,,,2018-07-18T14:10Z,LENO.2018.29,,,drag,160,N,0,0,0,,NEON.DOC.014045vJ,charrell@battelleecology.org,
acd6f0c8-056c-4607-be80-e77a84ce9faa,LENO_015.tickPlot.tck,D08,LENO,LENO_015,distributed,Woody Wetlands,31.8173,-88.19149,WGS84,20.3,12.1,0.6,,,2016-11-01T19:45Z,LENO.2016.44,,,drag,160,N,0,0,0,No known compromise,NEON.DOC.014045vG,rvalentine@field-ops.org,
b794915c-a781-4304-b038-79e9d2bd4d28,LENO_042.tickPlot.tck,D08,LENO,LENO 042,distributed,Woody Wetlands,31.817828,-88.182885,WGS84,20.2,15,0.3,,,2018-06-04T19:27Z,LENO.2018.23,,,drag,132,N,0,0,0,No known compromise,NEON.DOC.014045vJ,hodom@battelleecology.org,
b98f1d16-9487-4279-9386-d2779342ba48,LENO_002.tickPlot.tck,D08,LENO,LENO_002,distributed,Woody Wetlands,31.806282,-88.195217,WGS84,20.1,16.7,0.2,,,2018-06-21T14:45Z,LENO.2018.25,,,drag and flag,160,N,0,0,0,No known compromise,NEON.DOC.014045vJ,charrell@battelleecology.org,
ba5a7f6e-f0d6-456c-9305-8d807615a943,LENO_015.tickPlot.tck,D08,LENO,LENO_015,distributed,Woody Wetlands,31.8173,-88.19149,WGS84,20.3,12.1,0.6,,,2017-05-30T22:04Z,LENO.2017.23,,,drag,160,N,0,0,0,,NEON.DOC.014045vH,ecolberg@battelleecology.org,
bdbafcc4-fd14-4d03-b10a-3a633c539232,LENO_015.tickPlot.tck,D08,LENO,LENO_015,distributed,Woody Wetlands,31.8173,-88.19149,WGS84,20.3,12.1,0.6,,,2017-05-09T20:30Z,LENO.2017.20,,,drag,150,N,0,0,0,No known compromise,NEON.DOC.014045vH,iahmed@battelleecology.org,
bdfaf4f9-126c-402c-9129-5fb365b84aa3,LENO_015.tickPlot.tck,D08,LENO,LENO_015,distributed,Woody Wetlands,31.8173,-88.19149,WGS84,20.3,12.1,0.6,,,2016-09-20T18:24Z,LENO.2016.38,,,drag,160,N,0,0,0,No known compromise,NEON.DOC.014045vG,mmattox@field-ops.org,
bf0f7f89-8611-4fc7-a95f-7dc9f9efb6a9,LENO_002.tickPlot.tck,D08,LENO,LENO_002,distributed,Woody Wetlands,31.806282,-88.195217,WGS84,20.1,16.7,0.2,,,2018-07-18T14:50Z,LENO.2018.29,,,drag,160,N,0,0,0,,NEON.DOC.014045vJ,charrell@battelleecology.org,
c48c9b66-c765-43cc-bf35-2d3fa6a61bd6,LENO_002.tickPlot.tck,D08,LENO,LENO_002,distributed,Woody Wetlands,31.806282,-88.195217,WGS84,20.1,16.7,0.2,,,2019-03-28T15:38Z,LENO.2019.13,,,drag,160,N,,,,,NEON.DOC.014045vK,0000-0002-8528-4289,
df2af817-a140-4fbb-a213-9f567f53d863,LENO_015.tickPlot.tck,D08,LENO,LENO_015,distributed,Woody Wetlands,31.8173,-88.19149,WGS84,20.3,12.1,0.6,,,2018-10-01T16:30Z,LENO.2018.40,,,drag,120,N,0,0,0,,NEON.DOC.014045vJ,hwhatley@battelleecology.org,Area excluded due to moisture
e4b78d05-5e89-4456-a087-d39206a21e43,LENO_004.tickPlot.tck,D08,LENO,LENO_004,distributed,Woody Wetlands,31.822384,-88.181964,WGS84,20.2,12.6,0.2,,,2016-06-28T19:09Z,LENO.2016.26,,,drag and flag,147,N,0,0,0,No known compromise,NEON.DOC.014045vG,jwhite@neoninc.org,
eb3cbc82-9b68-4d5b-9f19-e2de1a8690e6,LENO_015.tickPlot.tck,D08,LENO,LENO015,distributed,Woody Wetlands,31.8173,-88.19149,WGS84,20.3,12.1,0.6,,,2018-05-09T11:33Z,LENO.2018.19,,,drag,160,N,0,0,0,,NEON.DOC.014045vJ,kjones01@battelleecology.org,
ed47a348-c92a-4bdc-b2a8-50f780e7c63f,LENO_002.tickPlot.tck,D08,LENO,LENO_002,distributed,Woody Wetlands,31.806282,-88.195217,WGS84,20.1,16.7,0.2,,,2016-10-11T17:35Z,LENO.2016.41,,,drag,160,N,0,0,0,No known compromise,NEON.DOC.014045vG,ctittle@field-ops.org,
f10614b8-ffda-4615-a2fa-170467eb2ce6,LENO_042.tickPlot.tck,D08,LENO,LENO_042,distributed,Woody Wetlands,31.817828,-88.182885,WGS84,20.2,15,0.3,,,2016-06-28T19:52Z,LENO.2016.26,,,drag and flag,140,N,0,0,0,No known compromise,NEON.DOC.014045vG,jwhite@neoninc.org,Left early due to weather
f7681332-9e9d-4b4e-8536-8180a07c150c,LENO_015.tickPlot.tck,D08,LENO,LENO_015,distributed,Woody Wetlands,31.8173,-88.19149,WGS84,20.3,12.1,0.6,,,2017-08-21T18:00Z,LENO.2017.35,,,drag,120,N,0,0,0,,NEON.DOC.014045vH,zjennings@battelleecology.org,
fd0ec7c1-01f3-4305-a953-414b79b734f7,LENO_015.tickPlot.tck,D08,LENO,LENO_015,distributed,Woody Wetlands,31.8173,-88.19149,WGS84,20.3,12.1,0.6,,,2018-06-20T15:35Z,LENO.2018.25,,,drag,160,N,0,0,0,,NEON.DOC.014045vJ,lnagel@battelleecology.org,
fd7e24ea-518f-403a-8a2b-0e01b371cac4,LENO_042.tickPlot.tck,D08,LENO,LENO_042,distributed,Woody Wetlands,31.817828,-88.182885,WGS84,20.2,15,0.3,,,2019-06-04T19:19Z,LENO.2019.23,,,drag,165,N,,,,,NEON.DOC.014045vK,0000-0002-4103-6144,
015c9048-747f-4bb9-9c47-cb588460308d,LENO_002.tickPlot.tck,D08,LENO,LENO_002,distributed,Woody Wetlands,31.806282,-88.195217,WGS84,20.1,16.7,0.2,,,2017-06-01T13:53Z,LENO.2017.23,LENO_002.20170601,,drag,160,Y,1,1,0,No known compromise,NEON.DOC.014045vH,ecolberg@battelleecology.org,
089b7752-689c-442d-9fc8-34d181aa76a1,LENO_015.tickPlot.tck,D08,LENO,LENO_015,distributed,Woody Wetlands,31.8173,-88.19149,WGS84,20.3,12.1,0.6,,,2017-09-14T16:41Z,LENO.2017.38,LENO_015.20170914,,drag,160,y,0,1,0,No known compromise,NEON.DOC.014045vH,iahmed@battelleecology.org,
0b6db0fd-4927-4136-af9e-4dc10e85dc6b,LENO_015.tickPlot.tck,D08,LENO,LENO_015,distributed,Woody Wetlands,31.8173,-88.19149,WGS84,20.3,12.1,0.6,,,2017-07-10T15:26Z,LENO.2017.29,LENO_015.20170710,,drag,160,Y,0,2,9,No known compromise,NEON.DOC.014045vH,khildebrand@battelleecology.org,
156ecf55-a38b-4bcc-9c14-bf938e7a57d2,LENO_042.tickPlot.tck,D08,LENO,LENO_042,distributed,Woody Wetlands,31.817828,-88.182885,WGS84,20.2,15,0.3,,,2016-07-20T18:25Z,LENO.2016.29,LENO_042.20160720,,drag,160,Y,0,2,9,No known compromise,NEON.DOC.014045vG,KHildebrand@field-ops.org,
18c8c24d-c0ae-41b5-abcb-6393d46baaf0,LENO_004.tickPlot.tck,D08,LENO,LENO004,distributed,Woody Wetlands,31.822384,-88.181964,WGS84,20.2,12.6,0.2,,,2016-10-11T15:10Z,LENO.2016.41,LENO_004.20161011,,drag,165,Y,1,0,0,No known compromise,NEON.DOC.014045vG,bgibson@field-ops.org,
1b4ef277-196c-4b56-9c11-db5a256b3a48,LENO_015.tickPlot.tck,D08,LENO,LENO_015,distributed,Woody Wetlands,31.8173,-88.19149,WGS84,20.3,12.1,0.6,,,2017-04-17T18:08Z,LENO.2017.17,LENO_015.20170417,,drag,160,Y,1,0,0,No known compromise,NEON.DOC.014045vG,elamb@battelleecology.org,
20aeadce-6601-4528-bd93-527df1962376,LENO_004.tickPlot.tck,D08,LENO,LENO_004,distributed,Woody Wetlands,31.822384,-88.181964,WGS84,20.2,12.6,0.2,,,2017-05-30T21:08Z,LENO.2017.23,LENO_004.20170530,,drag,160,Y,0,1,0,No known compromise,NEON.DOC.014045vH,ecolberg@battelleecology.org,
21beb154-c12a-4b22-9404-c5eb6ae75873,LENO_002.tickPlot.tck,D08,LENO,LENO_002,distributed,Woody Wetlands,31.806282,-88.195217,WGS84,20.1,16.7,0.2,,,2016-05-31T20:28Z,LENO.2016.22,LENO_002.20160531,,drag,160,Y,0,2,0,No known compromise,NEON.DOC.014045vG,BGibson@field-ops.org,
2489e957-b0b9-4395-b33c-dfbf418687d1,LENO_042.tickPlot.tck,D08,LENO,LENO_042,distributed,Woody Wetlands,31.817828,-88.182885,WGS84,20.2,15,0.3,,,2018-08-06T13:52Z,LENO.2018.32,LENO_042.20180806,A00000015287,drag,150,Y,0,2,0,No known compromise,NEON.DOC.014045vJ,charrell@battelleecology.org,
24bc2c8f-01b1-4417-8abe-28642ba4c9da,LENO_002.tickPlot.tck,D08,LENO,LENO_002,distributed,Woody Wetlands,31.806282,-88.195217,WGS84,20.1,16.7,0.2,,,2017-10-05T14:54Z,LENO.2017.41,LENO_002.20171005,,drag and flag,160,y,0,0,529,No known compromise,NEON.DOC.014045vH,charrell@battelleecology.org,
2b5778ea-5f65-4ef9-8d6f-2f89696e2354,LENO_042.tickPlot.tck,D08,LENO,LENO_042,distributed,Woody Wetlands,31.817828,-88.182885,WGS84,20.2,15,0.3,,,2018-08-27T19:20Z,LENO.2018.35,LENO_042.20180827,A00000013945,drag,160,y,0,13,0,No known compromise,NEON.DOC.014045vJ,charrell@battelleecology.org,
2f2fa690-dab7-490e-b732-e393f79b24c7,LENO_002.tickPlot.tck,D08,LENO,LENO_002,distributed,Woody Wetlands,31.806282,-88.195217,WGS84,20.1,16.7,0.2,,,2018-08-06T16:24Z,LENO.2018.32,LENO_002.20180806,A00000013952,drag,160,y,0,2,0,No known compromise,NEON.DOC.014045vJ,rvalentine@battelleecology.org,
3918e246-85dd-4777-b679-dce3e1158e0b,LENO_004.tickPlot.tck,D08,LENO,LENO_004,distributed,Woody Wetlands,31.822384,-88.181964,WGS84,20.2,12.6,0.2,,,2018-04-23T20:19Z,LENO.2018.17,LENO_004.20180423,A00000013499,drag and flag,160,y,0,2,0,No known compromise,NEON.DOC.014045vJ,jwhite@battelleecology.org,
404b0eae-03da-43c9-83d9-28b98c522fee,LENO_015.tickPlot.tck,D08,LENO,LENO_015,distributed,Woody Wetlands,31.8173,-88.19149,WGS84,20.3,12.1,0.6,,,2016-07-20T17:15Z,LENO.2016.29,LENO_015.20160720,,drag,160,y,0,0,16,No known compromise,NEON.DOC.014045vG,KHildebrand@field-ops.org,
47a2e2c3-ff0e-4ed9-9089-08932b789af3,LENO_042.tickPlot.tck,D08,LENO,LENO_042,distributed,Woody Wetlands,31.817828,-88.182885,WGS84,20.2,15,0.3,,,2017-08-21T16:00Z,LENO.2017.35,LENO_042.20170821,,drag and flag,95,y,0,2,0,No known compromise,NEON.DOC.014045vH,spreer@battelleecology.org,
4a8a71df-751a-4e86-9f63-816f0d6f54a0,LENO_042.tickPlot.tck,D08,LENO,LENO_042,distributed,Woody Wetlands,31.817828,-88.182885,WGS84,20.2,15,0.3,,,2017-09-14T15:54Z,LENO.2017.38,LENO_042.20170914,,drag and flag,160,y,0,3,0,No known compromise,NEON.DOC.014045vH,rvalentine@battelleecology.org,
4f35cd31-ce49-4382-9eef-b251929e56ec,LENO_002.tickPlot.tck,D08,LENO,LENO_002,distributed,Woody Wetlands,31.806282,-88.195217,WGS84,20.1,16.7,0.2,,,2018-10-01T17:48Z,LENO.2018.40,LENO_002.20181001,A00000013950,drag and flag,160,Yes,0,3,0,No known compromise,NEON.DOC.014045vJ,charrell@battelleecology.org,Sampled by two teams simultaneously; shorter sample time
579603d8-74df-47de-87a6-8118cda4dcb5,LENO_002.tickPlot.tck,D08,LENO,LENO_002,distributed,Woody Wetlands,31.806282,-88.195217,WGS84,20.1,16.7,0.2,,,2018-05-09T15:25Z,LENO.2018.19,LENO_002.20180509,B00000003238,drag,160,Y,1,0,0,No known compromise,NEON.DOC.014045vJ,kjones01@battelleecology.org,
60b17af4-0fc8-4e8f-a8f4-6102c26069c9,LENO_002.tickPlot.tck,D08,LENO,LENO_002,distributed,Woody Wetlands,31.806282,-88.195217,WGS84,20.1,16.7,0.2,,,2016-08-09T19:41Z,LENO.2016.32,LENO_002.20160809,,drag,160,Yes,0,1,0,No known compromise,NEON.DOC.014045vG,GPierce@field-ops.org,
62247f3d-350d-4ac2-a6b5-7f3a88c6c533,LENO_002.tickPlot.tck,D08,LENO,LENO_002,distributed,Woody Wetlands,31.806282,-88.195217,WGS84,20.1,16.7,0.2,,,2018-04-05T18:19Z,LENO.2018.14,LENO_002.20180405,A00000013493,drag,160,Y,0,1,0,No known compromise,NEON.DOC.014045vJ,charrell@battelleecology.org,
63d1bfda-04e4-4de6-b5ee-aba01261485c,LENO_004.tickPlot.tck,D08,LENO,LENO_004,distributed,Woody Wetlands,31.822384,-88.181964,WGS84,20.2,12.6,0.2,,,2018-07-30T21:05Z,LENO.2018.31,LENO_004.20180730,A00000013938,drag,160,Y,0,3,0,No known compromise,NEON.DOC.014045vJ,cbarefoot@battelleecology.org,
655a961b-244a-4d3e-b0a8-98856bdbd7a3,LENO_002.tickPlot.tck,D08,LENO,LENO_002,distributed,Woody Wetlands,31.806282,-88.195217,WGS84,20.1,16.7,0.2,,,2016-09-20T16:08Z,LENO.2016.38,LENO_002.20160920,,drag,160,Y,0,3,0,No known compromise,NEON.DOC.014045vG,mmattox@field-ops.org,
6625ab0e-7505-412e-ae09-7f1a838cee94,LENO_004.tickPlot.tck,D08,LENO,LENO_004,distributed,Woody Wetlands,31.822384,-88.181964,WGS84,20.2,12.6,0.2,,,2018-08-06T15:07Z,LENO.2018.32,LENO_004.20180806,A00000013942,drag,160,Y,0,3,0,No known compromise,NEON.DOC.014045vJ,charrell@battelleecology.org,
6b71c696-96cc-41ba-b583-1c120e8b949d,LENO_004.tickPlot.tck,D08,LENO,LENO_004,distributed,Woody Wetlands,31.822384,-88.181964,WGS84,20.2,126,0.2,,,2016-09-20T14:37Z,LENO.2016.38,LENO_004.20160920,,drag,160,Y,0,1,0,No known compromise,NEON.DOC.014045vG,mmattox@field-ops.org,
6c8379da-f2e7-41f1-bfce-82795450cdf0,LENO_042.tickPlot.tck,D08,LENO,LENO_042,distributed,Woody Wetlands,31.817828,-88.182885,WGS84,20.2,15,0.3,,,2016-05-31T18:03Z,LENO.2016.22,LENO_042.20160531,,drag,160,Y,0,1,0,No known compromise,NEON.DOC.014045vG,PKulakowski@field-ops.org,
6f36037a-75c3-4bf1-a9ca-32ced11dafce,LENO_015.tickPlot.tck,D08,LENO,LENO_015,distributed,Woody Wetlands,31.8173,-88.19149,WGS84,20.3,12.1,0.6,,,2019-05-21T19:10Z,LENO.2019.21,LENO_015.20190521,D00000048160,drag,160,Y,,,,No known compromise,NEON.DOC.014045vK,0000-0002-6741-7770,
6fb6df40-5bf9-4a6c-a72b-2cbc23465fb8,LENO_004.tickPlot.tck,D08,LENO,LENO_004,distributed,Woody Wetlands,31.822384,-88.181964,WGS84,20.2,12.6,0.2,,,2018-06-04T20:15Z,LENO.2018.23,LENO_004.20180604,A00000013970,drag and flag,160,Y,0,2,0,No known compromise,NEON.DOC.014045vJ,mensley-field@battelleecology.org,
7bb2eea2-8df9-4260-bc0d-0eefcfe8f835,LENO_004.tickPlot.tck,D08,LENO,LENO_004,distributed,Woody Wetlands,31.822384,-88.181964,WGS84,20.2,12.6,0.2,,,2019-06-27T17:26Z,LENO.2019.26,LENO_004.20190627,D00000048153,drag,160,Y,,,,No known compromise,NEON.DOC.014045vK,0000-0002-5431-1379,
8323f9fe-05a5-437a-ab8e-4b6362884f38,LENO_004.tickPlot.tck,D08,LENO,LENO_004,distributed,Woody Wetlands,31.822384,-88.181964,WGS84,20.2,12.6,0.2,,,2016-07-20T15:39Z,LENO.2016.29,LENO_004.20160720,,drag and flag,160,Y,0,5,679,No known compromise,NEON.DOC.014045vG,KHildebrand@field-ops.org,Sample in 10 ml vial because of so many larval ticks - nymphs in vial 2 because of precipitate in 10 ml vial
8600f8ef-c225-43f8-bd1f-963d67f2a299,LENO_002.tickPlot.tck,D08,LENO,LENO_002,distributed,Woody Wetlands,31.806282,-88.195217,WGS84,20.1,16.7,0.2,,,2019-06-04T16:20Z,LENO.2019.23,LENO_002.20190604,D00000048161,drag and flag,160,Y,,,,No known compromise,NEON.DOC.014045vK,0000-0002-4103-6144,
87a6cfae-e841-4d58-a972-499da80bb381,LENO_002.tickPlot.tck,D08,LENO,LENO 2,distributed,Woody Wetlands,31.806282,-88.195217,WGS84,20.1,16.7,0.2,,,2017-08-21T18:50Z,LENO.2017.35,LENO_002.20170821,,drag,160,Y,0,0,65,No known compromise,NEON.DOC.014045vH,zjennings@battelleecology.org,
8af2f2b3-89dd-4843-9aa2-bf22b98b0e96,LENO_015.tickPlot.tck,D08,LENO,LENO_015,distributed,Woody Wetlands,31.8173,-88.19149,WGS84,20.3,12.1,0.6,,,2017-08-01T14:36Z,LENO.2017.32,LENO_015.20170801,,drag,160,Y,0,0,21,No known compromise,NEON.DOC.014045vH,lnagel@battelleecology.org,
8b2fac3b-4a52-4a21-84be-6a3beddf43b5,LENO_004.tickPlot.tck,D08,LENO,LENO_004,distributed,Woody Wetlands,31.822384,-88.181964,WGS84,20.2,12.6,0.2,,,2017-09-13T19:02Z,LENO.2017.38,LENO_004.20170913,,drag and flag,155,Y,0,1,330,No known compromise,NEON.DOC.014045vH,iahmed@battelleecology.org,
8b6f6e30-8a6c-46ac-b684-a500a8c69f00,LENO_002.tickPlot.tck,D08,LENO,LENO_002,distributed,Woody Wetlands,31.806282,-88.195217,WGS84,20.1,16.7,0.2,,,2018-04-23T18:27Z,LENO.2018.17,LENO_002.20180423,A00000013497,drag,140,Y,0,1,0,No known compromise,NEON.DOC.014045vJ,jwhite@battelleecology.org,
8ec7481f-ebc8-4d9c-b222-3e9ba210267b,LENO_004.tickPlot.tck,D08,LENO,LENO_004,distributed,Woody Wetlands,31.822384,-88.181964,WGS84,20.2,12.6,0.2,,,2018-06-20T14:08Z,LENO.2018.25,LENO_004.20180620,A00000013965,drag and flag,157,Y,0,1,0,No known compromise,NEON.DOC.014045vJ,lnagel@battelleecology.org,
90ec3fab-7422-4480-bb9d-944dd03ea523,LENO_042.tickPlot.tck,D08,LENO,LENO_042,distributed,Woody Wetlands,31.817828,-88.182885,WGS84,20.2,15,0.3,,,2016-11-21T16:54Z,LENO.2016.47,LENO_042.20161121,,drag,160,Y,1,0,0,No known compromise,NEON.DOC.014045vG,ctittle@field-ops.org,
92ac8e7e-6ab2-44c3-9430-31ce9469ffd8,LENO_042.tickPlot.tck,D08,LENO,LENO_042,distributed,Woody Wetlands,31.817828,-88.182885,WGS84,20.2,15,0.3,,,2016-08-09T18:04Z,LENO.2016.32,LENO_042.20160809,,drag,160,Y,1,2,10,No known compromise,NEON.DOC.014045vG,GPierce@field-ops.org,
93f955d2-63ba-4c17-9b75-911b397f8349,LENO_002.tickPlot.tck,D08,LENO,LENO_002,distributed,Woody Wetlands,31.806282,-88.195217,WGS84,20.1,16.7,0.2,,,2019-05-21T15:58Z,LENO.2019.21,LENO_002.20190521,D00000048042,drag,160,Y,,,,No known compromise,NEON.DOC.014045vK,0000-0002-6741-7770,
9478d621-d08f-4eb0-8e87-0ee0dbfa2635,LENO_004.tickPlot.tck,D08,LENO,LENO_004,distributed,Woody Wetlands,31.822384,-88.181964,WGS84,20.2,12.6,0.2,,,2017-10-05T17:50Z,LENO.2017.41,LENO_004.20171005,,drag and flag,150,Yes,0,0,27,No known compromise,NEON.DOC.014045vH,charrell@battelleecology.org,
953b322d-c34d-4e82-a837-afeff92e445f,LENO_004.tickPlot.tck,D08,LENO,LENO_004,distributed,Woody Wetlands,31.822384,-88.181964,WGS84,20.2,12.6,0.2,,,2017-08-21T15:04Z,LENO.2017.35,LENO_004.20170821,,drag and flag,150,Y,0,0,57,No known compromise,NEON.DOC.014045vH,spreer@battelleecology.org,
99184a5a-55f6-4083-aeb5-a9a2346d7042,LENO_002.tickPlot.tck,D08,LENO,LENO_002,distributed,Woody Wetlands,31.806282,-88.195217,WGS84,20.1,16.7,0.2,,,2017-09-14T13:38Z,LENO.2017.38,LENO_002.20170914,,drag and flag,160,Y,0,0,3,No known compromise,NEON.DOC.014045vH,iahmed@battelleecology.org,
a159fad3-7432-4d29-92f2-93400cac4ee8,LENO_004.tickPlot.tck,D08,LENO,LENO_004,distributed,Woody Wetlands,31.822384,-88.181964,WGS84,20.2,12.6,0.2,,,2016-05-31T15:57Z,LENO.2016.22,LENO_004.20160531,,drag and flag,160,Y,0,2,0,No known compromise,NEON.DOC.014045vG,PKulakowski@field-ops.org,
ad26436a-9f77-4e15-8878-e0b1bda77254,LENO_042.tickPlot.tck,D08,LENO,LENO_042,distributed,Woody Wetlands,31.817828,-88.182885,WGS84,20.2,15,0.3,,,2016-09-06T20:05Z,LENO.2016.36,LENO_042.20160906,,drag,160,yes,0,5,0,No known compromise,NEON.DOC.014045vG,KHildebrand@field-ops.org,
ad9afe6e-d406-42ad-b970-da6138feb0ec,LENO_004.tickPlot.tck,D08,LENO,LENO_004,distributed,Woody Wetlands,31.822384,-88.181964,WGS84,20.2,12.6,0.2,,,2018-08-27T20:00Z,LENO.2018.35,LENO_004.20180827,A00000015262,drag,160,yes,0,8,0,No known compromise,NEON.DOC.014045vJ,charrell@battelleecology.org,
b0acbe40-fc6f-48af-8d10-59c9485cebc9,LENO_004.tickPlot.tck,D08,LENO,LENO_004,distributed,Woody Wetlands,31.822384,-88.181964,WGS84,20.2,12.6,0.2,,,2019-05-21T17:54Z,LENO.2019.21,LENO_004.20190521,D00000048046,drag,160,yes,,,,No known compromise,NEON.DOC.014045vK,0000-0002-6741-7770,
b1320a59-6923-44d4-afcb-1720280264fb,LENO_002.tickPlot.tck,D08,LENO,LENO_002,distributed,Woody Wetlands,31.806282,-88.195217,WGS84,20.1,16.7,0.2,,,2017-07-10T18:04Z,LENO.2017.29,LENO_002.20170710,,drag and flag,160,Y,0,2,163,No known compromise,NEON.DOC.014045vH,khildebrand@battelleecology.org,
b3092cf0-5053-416c-9dcc-34a2021ca3b1,LENO_015.tickPlot.tck,D08,LENO,LENO_015,distributed,Woody Wetlands,31.8173,-88.19149,WGS84,20.3,12.1,0.6,,,2018-08-27T18:40Z,LENO.2018.35,LENO_015.20180827,A00000013966,drag and flag,160,Y,0,2,0,No known compromise,NEON.DOC.014045vJ,charrell@battelleecology.org,
